,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
766,Live,Logged In,Grant,M,90,Flores,205.37424,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Selling The Drama,200,1538389672000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
767,Rank 1,Logged In,Faigy,F,103,Howe,460.30322,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,L.E.D. There Be Light,200,1538389718000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
768,Depeche Mode,Logged In,Payton,F,73,Campbell,314.67057,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Come Back,200,1538389718000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
769,,Logged In,Faigy,F,104,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Thumbs Up,1538211832000.0,248,,307,1538389719000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
770,,Logged In,Payton,F,74,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538389723000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
771,36 Crazyfists,Logged In,Giovanni,M,11,Garcia,249.52118,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Waiting On A War,200,1538389748000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
772,Lisa Hannigan,Logged In,Panav,M,4,Myers,245.39383,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,Teeth,200,1538389840000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
773,Bell Orchestre,Logged In,Kael,M,24,Baker,137.82159,free,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Stripes,200,1538389860000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
774,Kings Of Leon,Logged In,Grant,M,91,Flores,231.26159,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Use Somebody,200,1538389877000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
775,Bart Peeters,Logged In,Jaleel,M,4,Maldonado,217.52118,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,Er kan altijd nog een tandje bij,200,1538389911000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
776,,Logged In,Kael,M,25,Baker,,free,"Kingsport-Bristol-Bristol, TN-VA",GET,Upgrade,1533102330000.0,249,,200,1538389930000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
777,,Logged In,Kael,M,26,Baker,,free,"Kingsport-Bristol-Bristol, TN-VA",PUT,Submit Upgrade,1533102330000.0,249,,307,1538389931000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
778,,Logged In,Kael,M,27,Baker,,paid,"Kingsport-Bristol-Bristol, TN-VA",GET,Home,1533102330000.0,249,,200,1538389931000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
779,BjÃÂ¶rk,Logged In,Giovanni,M,12,Garcia,348.57751,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Undo,200,1538389997000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
780,Florence + The Machine,Logged In,Kael,M,28,Baker,258.55955,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Cosmic Love,200,1538389997000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
781,Green Day,Logged In,Payton,F,75,Campbell,192.9922,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Brain Stew (Album Version),200,1538390032000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
782,,Logged In,Payton,F,76,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,Logout,1529027541000.0,267,,307,1538390033000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
783,,Logged Out,,,77,,,free,,GET,Home,,267,,200,1538390065000,,
784,,Logged Out,,,78,,,free,,PUT,Login,,267,,307,1538390066000,,
785,Vanessa Paradis,Logged In,Panav,M,5,Myers,307.04281,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,L'Amour En Soi,200,1538390085000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
786,UB40,Logged In,Grant,M,92,Flores,196.41424,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Guilty,200,1538390108000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
787,Florence + The Machine,Logged In,Jaleel,M,5,Maldonado,185.3122,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,I'm Not Calling You A Liar,200,1538390128000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
788,,Logged In,Payton,F,79,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1529027541000.0,267,,200,1538390177000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
789,Animal Collective,Logged In,Faigy,F,105,Howe,294.79138,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Winters Love,200,1538390178000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
790,Diana Ross,Logged In,Payton,F,80,Campbell,248.5024,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,If We Hold On Together,200,1538390224000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
791,Sugarland,Logged In,Kael,M,29,Baker,247.77098,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Just Might (Make Me Believe),200,1538390255000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
792,,Logged In,Kael,M,30,Baker,,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,Thumbs Up,1533102330000.0,249,,307,1538390256000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
793,Eminem,Logged In,Grant,M,93,Flores,250.8273,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Mockingbird,200,1538390304000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
794,Portishead,Logged In,Jaleel,M,6,Maldonado,255.99955,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,Seven Months,200,1538390313000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
795,,Logged In,Jaleel,M,7,Maldonado,,free,"Boulder, CO",PUT,Add Friend,1537890437000.0,208,,307,1538390314000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
796,Cradle Of Filth,Logged In,Giovanni,M,13,Garcia,371.66975,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Better To Reign In Hell,200,1538390345000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
797,,Logged In,Giovanni,M,14,Garcia,,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",GET,Roll Advert,1536138073000.0,223,,200,1538390372000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
798,Belle and Sebastian,Logged In,Zyonna,F,0,Bird,215.37914,free,"Columbus, GA-AL",PUT,NextSong,1536663902000.0,263,Expectations,200,1538390385000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
799,,Logged In,Zyonna,F,1,Bird,,free,"Columbus, GA-AL",PUT,Logout,1536663902000.0,263,,307,1538390386000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
800,Angels and Airwaves,Logged In,Panav,M,6,Myers,305.37098,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,Call To Arms,200,1538390392000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
801,,Logged Out,,,2,,,free,,GET,Home,,263,,200,1538390405000,,
802,,Logged Out,,,3,,,free,,GET,Help,,263,,200,1538390440000,,
803,,Logged Out,,,4,,,free,,PUT,Login,,263,,307,1538390441000,,
804,Juan Carlos Baglietto,Logged In,Faigy,F,106,Howe,167.49669,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Versos A Susana,200,1538390472000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
805,Booka Shade,Logged In,Payton,F,81,Campbell,256.9922,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Karma Car,200,1538390472000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
806,Los Tipitos,Logged In,Kael,M,31,Baker,176.53506,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Solo Figuras,200,1538390502000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
807,Aqua,Logged In,Grant,M,94,Flores,203.78077,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,My Oh My,200,1538390554000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
808,Kurtis Blow,Logged In,Jaleel,M,8,Maldonado,353.88036,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,The Breaks,200,1538390568000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
809,,Logged In,Zyonna,F,5,Bird,,free,"Columbus, GA-AL",GET,Home,1536663902000.0,263,,200,1538390579000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,88
810,Daze,Logged In,Faigy,F,107,Howe,204.72118,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Superhero,200,1538390639000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
811,,Logged In,Faigy,F,108,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Thumbs Up,1538211832000.0,248,,307,1538390640000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
812,Enya,Logged In,Kael,M,32,Baker,212.29669,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Boadicea,200,1538390678000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
813,Ed Harcourt,Logged In,Panav,M,7,Myers,210.1024,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,The Last Cigarette,200,1538390697000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
814,Jason Mraz & Colbie Caillat,Logged In,Giovanni,M,15,Garcia,189.6224,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Lucky (Album Version),200,1538390716000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
815,,Logged In,Giovanni,M,16,Garcia,,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,Logout,1536138073000.0,223,,307,1538390717000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
816,Amos Lee,Logged In,Grant,M,95,Flores,119.64036,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Bottom Of the Barrel,200,1538390757000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
817,Coldplay,Logged In,Faigy,F,109,Howe,294.1122,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Fix You,200,1538390843000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
818,,Logged Out,,,17,,,free,,GET,Home,,223,,200,1538390847000,,
819,,Logged Out,,,18,,,free,,PUT,Login,,223,,307,1538390848000,,
820,David Crowder*Band,Logged In,Grant,M,96,Flores,322.89914,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,foreverandever_ etc...,200,1538390876000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
821,Steve Forbert,Logged In,Kael,M,33,Baker,212.89751,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Romeo's Tune,200,1538390890000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
822,Spook And The Guay,Logged In,Panav,M,8,Myers,187.24526,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,Etre Et Avoir,200,1538390907000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
823,Dot Allison,Logged In,Jaleel,M,9,Maldonado,471.97995,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,Substance (Felix Da Housecat Remix),200,1538390921000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
824,,Logged In,Giovanni,M,19,Garcia,,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",GET,Home,1536138073000.0,223,,200,1538390969000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
825,Celtic Woman,Logged In,Giovanni,M,20,Garcia,156.62975,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Over The Rainbow,200,1538390996000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
826,Future Rock,Logged In,Panav,M,9,Myers,239.90812,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,Gears,200,1538391094000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
827,Gentleman,Logged In,Kael,M,34,Baker,199.81016,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Tranquility (Acoustic),200,1538391102000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
828,Santogold,Logged In,Faigy,F,110,Howe,213.18485,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Creator [vs. Switch and FreQ Nasty],200,1538391137000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
829,Zac Brown Band,Logged In,Giovanni,M,21,Garcia,167.99302,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Mary (Album),200,1538391152000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
830,,Logged In,Carly,F,0,Weiss,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",GET,Home,1533908361000.0,35,,200,1538391194000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",36
831,Lily Allen,Logged In,Grant,M,97,Flores,207.77751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Chinese,200,1538391198000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
832,,Logged In,Grant,M,98,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Thumbs Up,1538120859000.0,141,,307,1538391199000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
833,Phil Collins,Logged In,Carly,F,1,Weiss,144.32608,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1533908361000.0,35,Transformation (Phil Version),200,1538391272000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",36
834,,Logged In,Carly,F,2,Weiss,,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,Thumbs Down,1533908361000.0,35,,307,1538391273000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",36
835,DJ Dizzy,Logged In,Kael,M,35,Baker,221.1522,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Sexy Bitch,200,1538391301000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
836,Totta NÃÂ¤slund,Logged In,Giovanni,M,22,Garcia,236.9824,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,Hemma FÃÂ¶re MÃÂ¶rkret,200,1538391319000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
837,First Aid Kit,Logged In,Panav,M,10,Myers,149.57669,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,You're Not Coming Home Tonight,200,1538391333000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
838,Skillet,Logged In,Faigy,F,111,Howe,233.32526,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Rebirthing (Album Version),200,1538391350000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
839,Griffin House,Logged In,Jaleel,M,10,Maldonado,195.7873,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,The Guy That Says Goodbye To You Is Out Of His Mind,200,1538391392000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
840,Kany Garcia,Logged In,Grant,M,99,Flores,235.80689,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Hoy Ya Me Voy,200,1538391405000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
841,Pedro Guerra,Logged In,Carly,F,3,Weiss,224.13016,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1533908361000.0,35,NiÃÂ±os,200,1538391416000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",36
842,Boubacar TraorÃÂ©,Logged In,Panav,M,11,Myers,368.8224,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,Soundiata,200,1538391482000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
843,,Logged In,Panav,M,12,Myers,,paid,"Morgantown, WV",GET,Home,1538239045000.0,237,,200,1538391482000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
844,Los Amigos Invisibles,Logged In,Kael,M,36,Baker,272.56118,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,Ponerte En Cuatro,200,1538391522000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
845,The Prodigy,Logged In,Giovanni,M,23,Garcia,260.07465,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,The Big Gundown,200,1538391555000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
846,,Logged In,Giovanni,M,24,Garcia,,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,Thumbs Up,1536138073000.0,223,,307,1538391556000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
847,Holger Czukay,Logged In,Faigy,F,112,Howe,792.52853,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Oh Lord_ give us more money,200,1538391583000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
848,Alice In Chains,Logged In,Jaleel,M,11,Maldonado,149.49832,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,Them Bones,200,1538391587000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
849,Eagles Of Death Metal,Logged In,Grant,M,100,Flores,158.32771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,English Girl,200,1538391640000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
850,Bon Jovi,Logged In,Carly,F,4,Weiss,224.522,free,"Minneapolis-St. Paul-Bloomington, MN-WI",PUT,NextSong,1533908361000.0,35,It's My Life,200,1538391640000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",36
851,SONATA ARCTICA,Logged In,Jaleel,M,12,Maldonado,243.35628,free,"Boulder, CO",PUT,NextSong,1537890437000.0,208,Respect the Wilderness,200,1538391736000,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,59
852,SOJA,Logged In,Kael,M,37,Baker,370.52036,paid,"Kingsport-Bristol-Bristol, TN-VA",PUT,NextSong,1533102330000.0,249,You Dont Know Me,200,1538391794000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",131
853,Flyleaf,Logged In,Grant,M,101,Flores,166.86975,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,The Kind,200,1538391798000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
854,,Logged In,Grant,M,102,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Logout,1538120859000.0,141,,307,1538391799000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
855,Aerosmith,Logged In,Giovanni,M,25,Garcia,249.57342,free,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",PUT,NextSong,1536138073000.0,223,F.I.N.E.,200,1538391815000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",146
856,Donna Lewis,Logged In,Panav,M,13,Myers,240.95302,paid,"Morgantown, WV",PUT,NextSong,1538239045000.0,237,I Love You Always Forever ( LP Version ),200,1538391850000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",15
